7179,1823672
7180,4439120
7181,3397918
7182,2379713
7183,3397082
7184,3430416
7185,2381111
7186,1979388
7187,3711622
7188,2262161
7189,2910904
7190,2967224
7191,2273657
7192,1598642
7193,3286052
7194,3661298
7195,3672742
7196,3332064
7197,2381941
7198,2872462
7199,2446980
7200,4428814
7201,2361509
7202,3480446
7203,1254322
7204,1528854
7205,3704352
7206,0810819
7207,2199571
7208,2006295
7209,1674771
7210,3614530
7211,2938956
7212,4576612
7213,2561572
7214,2872750
7215,4178092
7216,2293640
7217,3878542
7218,2217859
7219,1895587
7220,3819668
7221,2637276
7222,2978576
7223,1014763
7224,4515684
7225,2537390
7226,1798684
7227,4080768
7228,3824458
7229,3764966
7230,3817188
7231,1638355
7232,4216934
7233,4428788
7234,3742378
7235,4060576
7236,4010918
7237,4009278
7238,4899406
7239,2140379
7240,0884732
7241,4466872
7242,2049543
7243,1754656
7244,3487994
7245,2994832
7246,3833474
7247,2911674
7248,3981858
7249,3291148
7250,2570858
7251,2403021
7252,4450396
7253,4308714
7254,1355683
7255,2554274
7256,3856042
7257,3682448
7258,2080374
7259,3488710
7260,4062536
7261,3953626
7262,3605262
7263,4341532
7264,2452042
7265,4392438
7266,1976009
7267,3203606
7268,0420293
7269,3616916
7270,3368222
7271,4056738
7272,1390411
7273,3077214
7274,4472596
7275,3726704
7276,2479478
7277,3775086
7278,2582502
7279,3471098
7280,2488496
7281,3837248
7282,3464902
7283,1658801
7284,3707396
7285,3079380
7286,1655441
7287,4767274
7288,3472226
7289,4171544
7290,4714032
7291,3567288
7292,3859304
7293,0369610
7294,2935662
7295,2401878
7296,3896100
7297,4084744
7298,2515034
7299,4026600
7300,2245003
7301,1727770
7302,3152624
7303,2555736
7304,4420110
7305,4359416
7306,1731701
7307,2381249
7308,3296658
7309,2461340
7310,4731504
7311,3700804
7312,4501454
7313,3623726
7314,4341864
7315,3899796
7316,4263482
7317,3236120
7318,3654680
7319,6663788
7320,0470752
7321,2742544
7322,3043252
7323,4191054
7324,1365050
7325,4046784
7326,3045616
7327,3316948
7328,2057392
7329,2118624
7330,4485178
7331,2908446
7332,2918436
7333,4503598
7334,2710826
7335,3532278
7336,2820852
7337,2210769
7338,4153324
7339,1951266
7340,3577624
7341,2717822
7342,2395427
7343,3076658
7344,3391348
7345,3685622
7346,3722070
7347,4145324
7348,1524930
7349,3850590
7350,1392190
7351,1850457
7352,3205394
7353,2131532
7354,3756788
7355,4145304
7356,4265878
7357,3289728
7358,3503460
7359,4291590
7360,3322364
7361,2884018
7362,4171032
7363,2126355
7364,3064298
7365,2493486
7366,3478232
7367,3717016
7368,3569230
7369,3801372
7370,3090670
7371,1441953
7372,1727776
7373,1340138
7374,3993894
7375,3844362
7376,3205376
7377,4005402
7378,2268016
7379,3172532
7380,4895704
7381,3963816
7382,4666726
7383,3553442
7384,4682786
7385,2321405
7386,3410834
7387,1179933
7388,5789664
7389,2404435
7390,1355631
7391,2975590
7392,4392770
7393,5598100
7394,2267968
7395,5091548
7396,3095734
7397,4624424
7398,3072482
7399,1212428
7400,5022702
7401,4139124
7402,1267299
7403,4016934
7404,5022298
7405,2865120
7406,5538078
7407,5168192
7408,2869728
7409,4438848
7410,5791884
7411,4730986
7412,2404233
7413,3393786
7414,1473832
7415,2241351
7416,4788934
7417,1316541
7418,5571734
7419,3521164
7420,4550098
7421,4746506
7422,4052882
7423,5165344
7424,1082807
7425,3960412
7426,4196848
7427,2452386
7428,1995390
7429,3748528
7430,1289401
7431,4547056
7432,4698584
7433,2290819
7434,1619029
7435,2093991
7436,4779026
7437,5898034
7438,4007248
7439,1639084
7440,2671706
7441,1860357
7442,2140037
7443,3973012
7444,5265960
7445,4196450
7446,2927212
7447,3666024
7448,3838728
7449,4160708
7450,2547584
7451,2091935
7452,4366830
7453,2582782
7454,3882082
7455,5434870
7456,5974388
7457,3655972
7458,1540011
7459,5294198
7460,4981636
7461,1712261
7462,1183374
7463,2649554
7464,5154288
7465,4714568
7466,4191580
7467,5521550
7468,4326444
7469,4645330
7470,4262980
7471,4191702
7472,1711525
7473,4644822
7474,4361050
7475,3289956
7476,4667788
7477,2461150
7478,3453052
7479,2567026
7480,1292566
7481,4669986
7482,5973626
7483,1489889
7484,2277860
7485,4954522
7486,1974419
7487,2436682
7488,3691740
7489,4680182
7490,5153952
7491,4034354
